TRANSPORT,START,END,A,B,SPEED
CARGO_2141,1859-12-04 00:14:24,1859-12-04 12:16:57,Copperhold,Cogburg,86.94
CARGO_2141,1859-12-04 12:16:57,1859-12-05 04:04:30,Cogburg,Steamdrift,80.35
CARGO_2142,1859-12-05 04:04:30,1859-12-06 03:07:29,Steamdrift,Rustport,84.47
CARGO_2143,1859-12-06 03:07:29,1859-12-06 19:59:42,Rustport,Irondale,77.18
CARGO_2143,1859-12-06 19:59:42,1859-12-07 00:30:40,Irondale,Copperhold,76.39
CARGO_2144,1859-12-07 00:30:40,1859-12-07 13:41:27,Copperhold,Cogburg,79.44
CARGO_2144,1859-12-07 13:41:27,1859-12-08 06:28:21,Cogburg,Steamdrift,75.62
CARGO_2145,1859-12-08 06:28:21,1859-12-09 00:01:22,Steamdrift,Cogburg,72.31
CARGO_2145,1859-12-09 00:01:22,1859-12-09 12:48:58,Cogburg,Irondale,80.82
CARGO_2145,1859-12-09 12:48:58,1859-12-09 20:07:07,Irondale,Gizbourne,72.03
CARGO_2146,1859-12-09 20:07:07,1859-12-10 02:45:21,Gizbourne,Irondale,79.25
CARGO_2146,1859-12-10 02:45:21,1859-12-10 15:15:02,Irondale,Cogburg,82.75
CARGO_2146,1859-12-10 15:15:02,1859-12-11 07:34:56,Cogburg,Steamdrift,77.7
CARGO_2147,1859-12-11 07:34:56,1859-12-12 00:26:15,Steamdrift,Cogburg,75.29
CARGO_2147,1859-12-12 00:26:15,1859-12-12 12:06:46,Cogburg,Irondale,88.56
CARGO_2148,1859-12-12 12:06:46,1859-12-13 00:55:39,Irondale,Cogburg,80.69
CARGO_2149,1859-12-13 00:55:39,1859-12-13 13:54:26,Cogburg,Irondale,79.66
CARGO_2149,1859-12-13 13:54:26,1859-12-13 20:11:37,Irondale,Gizbourne,83.67
CARGO_2150,1859-12-13 20:11:37,1859-12-14 02:38:58,Gizbourne,Irondale,81.48
CARGO_2150,1859-12-14 02:38:58,1859-12-14 07:15:09,Irondale,Copperhold,74.95
CARGO_2151,1859-12-14 07:15:09,1859-12-14 15:24:56,Copperhold,Leverstorm,69.7
CARGO_2152,1859-12-14 15:24:56,1859-12-15 00:37:54,Leverstorm,Irondale,68.25
CARGO_2153,1859-12-15 00:37:54,1859-12-15 13:22:10,Irondale,Cogburg,81.18
CARGO_2154,1859-12-15 13:22:10,1859-12-16 01:54:06,Cogburg,Irondale,82.51
CARGO_2154,1859-12-16 01:54:06,1859-12-16 09:04:00,Irondale,Gizbourne,73.41
CARGO_2155,1859-12-16 09:04:00,1859-12-16 20:50:23,Gizbourne,Leverstorm,73.56
CARGO_2156,1859-12-16 20:50:23,1859-12-17 03:58:41,Leverstorm,Copperhold,79.71
CARGO_2156,1859-12-17 03:58:41,1859-12-17 17:02:49,Copperhold,Cogburg,80.11
CARGO_2157,1859-12-17 17:02:49,1859-12-18 07:00:23,Cogburg,Copperhold,75.0
CARGO_2158,1859-12-18 07:00:23,1859-12-18 19:31:37,Copperhold,Cogburg,83.62
CARGO_2158,1859-12-18 19:31:37,1859-12-19 13:27:51,Cogburg,Steamdrift,70.75
CARGO_2159,1859-12-19 13:27:51,1859-12-20 16:05:52,Steamdrift,Rustport,73.1
CARGO_2160,1859-12-20 16:05:52,1859-12-21 09:55:59,Rustport,Irondale,73.0
CARGO_2161,1859-11-24 08:00:00,1859-11-24 21:58:29,Irondale,Cogburg,73.99
CARGO_2162,1859-11-24 21:58:29,1859-11-25 09:57:24,Cogburg,Irondale,86.3
CARGO_2162,1859-11-25 09:57:24,1859-11-25 15:55:58,Irondale,Gizbourne,88.02
CARGO_2163,1859-11-25 15:55:58,1859-11-25 22:52:32,Gizbourne,Irondale,75.76
CARGO_2163,1859-11-25 22:52:32,1859-11-26 12:53:30,Irondale,Cogburg,73.77
CARGO_2163,1859-11-26 12:53:30,1859-11-27 06:44:32,Cogburg,Steamdrift,71.09
CARGO_2164,1859-11-27 06:44:32,1859-11-27 23:06:58,Steamdrift,Cogburg,77.5
CARGO_2164,1859-11-27 23:06:58,1859-11-28 10:37:20,Cogburg,Irondale,89.86
CARGO_2165,1859-11-28 10:37:20,1859-11-29 05:10:49,Irondale,Rustport,70.16
CARGO_2166,1859-11-29 05:10:49,1859-11-29 20:51:17,Rustport,Gizbourne,77.83
CARGO_2167,1859-11-29 20:51:17,1859-11-30 02:48:03,Gizbourne,Irondale,88.46
CARGO_2168,1859-11-30 02:48:03,1859-11-30 15:18:06,Irondale,Cogburg,82.71
CARGO_2168,1859-11-30 15:18:06,1859-12-01 06:39:20,Cogburg,Steamdrift,82.65
CARGO_2169,1859-12-01 06:39:20,1859-12-02 00:43:32,Steamdrift,Cogburg,70.23
CARGO_2169,1859-12-02 00:43:32,1859-12-02 15:03:59,Cogburg,Irondale,72.1
CARGO_2169,1859-12-02 15:03:59,1859-12-03 00:07:59,Irondale,Leverstorm,69.38
CARGO_2170,1859-12-03 00:07:59,1859-12-03 07:29:11,Leverstorm,Irondale,85.54
CARGO_2171,1859-12-03 07:29:11,1859-12-03 23:20:55,Irondale,Rustport,82.08
CARGO_2172,1859-12-03 23:20:55,1859-12-04 15:46:57,Rustport,Cogburg,86.47
CARGO_2173,1859-12-04 15:46:57,1859-12-05 06:01:51,Cogburg,Copperhold,73.48
CARGO_2174,1859-12-05 06:01:51,1859-12-05 14:42:59,Copperhold,Leverstorm,65.51
CARGO_2175,1859-12-05 14:42:59,1859-12-06 04:02:28,Leverstorm,Gizbourne,64.99
CARGO_2176,1859-12-06 04:02:28,1859-12-06 10:06:29,Gizbourne,Irondale,86.7
CARGO_2176,1859-12-06 10:06:29,1859-12-06 23:02:17,Irondale,Cogburg,79.97
CARGO_2177,1859-12-06 23:02:17,1859-12-07 12:42:41,Cogburg,Copperhold,76.57
CARGO_2178,1859-12-07 12:42:41,1859-12-07 17:36:42,Copperhold,Irondale,70.4
CARGO_2178,1859-12-07 17:36:42,1859-12-08 00:39:45,Irondale,Gizbourne,74.6
CARGO_2179,1859-12-08 00:39:45,1859-12-08 07:09:50,Gizbourne,Irondale,80.91
CARGO_2179,1859-12-08 07:09:50,1859-12-08 19:36:14,Irondale,Cogburg,83.12
CARGO_2179,1859-12-08 19:36:14,1859-12-09 11:30:04,Cogburg,Steamdrift,79.83
CARGO_2180,1859-12-09 11:30:04,1859-12-10 04:32:56,Steamdrift,Cogburg,74.44
CARGO_2180,1859-12-10 04:32:56,1859-12-10 21:20:26,Cogburg,Copperhold,62.35
CARGO_2181,1859-12-10 21:20:26,1859-12-11 09:37:59,Copperhold,Cogburg,85.17
CARGO_2181,1859-12-11 09:37:59,1859-12-12 00:29:07,Cogburg,Steamdrift,85.44
CARGO_2182,1859-12-12 00:29:07,1859-12-12 16:15:53,Steamdrift,Cogburg,80.42
CARGO_2182,1859-12-12 16:15:53,1859-12-13 03:59:29,Cogburg,Irondale,88.18
CARGO_2183,1859-12-13 03:59:29,1859-12-13 20:15:31,Irondale,Rustport,80.04
CARGO_2184,1859-12-13 20:15:31,1859-12-14 18:36:25,Rustport,Steamdrift,87.12
CARGO_2185,1859-12-14 18:36:25,1859-12-15 12:21:27,Steamdrift,Cogburg,71.49
CARGO_2185,1859-12-15 12:21:27,1859-12-16 04:33:18,Cogburg,Copperhold,64.64
CARGO_2186,1859-12-16 04:33:18,1859-12-16 08:46:40,Copperhold,Irondale,81.7
CARGO_2186,1859-12-16 08:46:40,1859-12-16 15:26:13,Irondale,Gizbourne,78.99
CARGO_2187,1859-12-16 15:26:13,1859-12-16 22:47:32,Gizbourne,Irondale,71.51
CARGO_2187,1859-12-16 22:47:32,1859-12-17 13:14:06,Irondale,Cogburg,71.59
CARGO_2188,1859-12-17 13:14:06,1859-12-18 02:34:13,Cogburg,Copperhold,78.51
CARGO_2189,1859-12-18 02:34:13,1859-12-18 06:30:23,Copperhold,Irondale,87.65
CARGO_2190,1859-12-18 06:30:23,1859-12-18 13:03:56,Irondale,Gizbourne,80.19
CARGO_2191,1859-11-24 08:00:00,1859-11-24 15:03:16,Gizbourne,Irondale,74.56
CARGO_2191,1859-11-24 15:03:16,1859-11-24 20:25:21,Irondale,Copperhold,64.27
CARGO_2192,1859-11-24 20:25:21,1859-11-25 00:39:33,Copperhold,Irondale,81.43
CARGO_2193,1859-11-25 00:39:33,1859-11-25 12:53:39,Irondale,Cogburg,84.51
CARGO_2194,1859-11-25 12:53:39,1859-11-26 02:42:19,Cogburg,Irondale,74.87
CARGO_2195,1859-11-26 02:42:19,1859-11-26 08:12:28,Irondale,Gizbourne,95.6
CARGO_2196,1859-11-26 08:12:28,1859-11-26 14:58:04,Gizbourne,Irondale,77.81
CARGO_2196,1859-11-26 14:58:04,1859-11-26 19:16:41,Irondale,Copperhold,80.04
CARGO_2197,1859-11-26 19:16:41,1859-11-27 08:29:24,Copperhold,Cogburg,79.25
CARGO_2198,1859-11-27 08:29:24,1859-11-27 20:12:37,Cogburg,Irondale,88.22
CARGO_2198,1859-11-27 20:12:37,1859-11-28 02:58:50,Irondale,Gizbourne,77.69
CARGO_2199,1859-11-28 02:58:50,1859-11-28 09:39:38,Gizbourne,Irondale,78.74
CARGO_2199,1859-11-28 09:39:38,1859-11-28 22:22:58,Irondale,Cogburg,81.28
CARGO_2200,1859-11-28 22:22:58,1859-11-29 16:58:20,Cogburg,Rustport,76.44
CARGO_2201,1859-11-29 16:58:20,1859-11-30 08:53:38,Rustport,Gizbourne,76.62
CARGO_2202,1859-11-30 08:53:38,1859-11-30 21:28:03,Gizbourne,Leverstorm,68.87
CARGO_2203,1859-11-30 21:28:03,1859-12-01 05:36:24,Leverstorm,Irondale,77.28
CARGO_2203,1859-12-01 05:36:24,1859-12-01 17:26:20,Irondale,Cogburg,87.39
CARGO_2204,1859-12-01 17:26:20,1859-12-02 08:38:58,Cogburg,Copperhold,68.83
CARGO_2204,1859-12-02 08:38:58,1859-12-02 16:35:51,Copperhold,Leverstorm,71.59
CARGO_2205,1859-12-02 16:35:51,1859-12-03 05:06:29,Leverstorm,Gizbourne,69.22
CARGO_2206,1859-12-03 05:06:29,1859-12-03 11:50:26,Gizbourne,Irondale,78.13
CARGO_2207,1859-12-03 11:50:26,1859-12-04 00:12:49,Irondale,Cogburg,83.57
CARGO_2208,1859-12-04 00:12:49,1859-12-04 11:04:45,Cogburg,Irondale,95.16
CARGO_2208,1859-12-04 11:04:45,1859-12-04 17:58:20,Irondale,Leverstorm,91.25
CARGO_2209,1859-12-04 17:58:20,1859-12-05 01:35:55,Leverstorm,Copperhold,74.61
CARGO_2209,1859-12-05 01:35:55,1859-12-05 14:35:06,Copperhold,Cogburg,80.62
CARGO_2210,1859-12-05 14:35:06,1859-12-06 04:54:27,Cogburg,Copperhold,73.1
CARGO_2210,1859-12-06 04:54:27,1859-12-06 12:40:58,Copperhold,Leverstorm,73.18
CARGO_2211,1859-12-06 12:40:58,1859-12-06 20:48:14,Leverstorm,Copperhold,70.06
CARGO_2212,1859-12-06 20:48:14,1859-12-07 09:37:17,Copperhold,Cogburg,81.69
CARGO_2212,1859-12-07 09:37:17,1859-12-08 03:03:01,Cogburg,Steamdrift,72.81
CARGO_2213,1859-12-08 03:03:01,1859-12-08 19:31:28,Steamdrift,Cogburg,77.03
CARGO_2214,1859-12-08 19:31:28,1859-12-09 12:42:17,Cogburg,Rustport,82.71
CARGO_2215,1859-12-09 12:42:17,1859-12-10 14:17:51,Rustport,Steamdrift,76.08
CARGO_2216,1859-12-10 14:17:51,1859-12-11 06:27:39,Steamdrift,Cogburg,78.51
CARGO_2216,1859-12-11 06:27:39,1859-12-11 18:26:09,Cogburg,Irondale,86.35
CARGO_2216,1859-12-11 18:26:09,1859-12-12 02:24:47,Irondale,Leverstorm,78.85
CARGO_2217,1859-12-12 02:24:47,1859-12-12 10:17:32,Leverstorm,Irondale,79.83
CARGO_2218,1859-12-12 10:17:32,1859-12-13 04:06:05,Irondale,Rustport,73.11
CARGO_2219,1859-12-13 04:06:05,1859-12-13 20:29:47,Rustport,Irondale,79.41
CARGO_2219,1859-12-13 20:29:47,1859-12-14 00:54:01,Irondale,Copperhold,78.34
CARGO_2220,1859-12-14 00:54:01,1859-12-14 14:22:27,Copperhold,Cogburg,77.71
CARGO_2221,1859-11-24 08:00:00,1859-11-24 21:50:15,Cogburg,Irondale,74.72
CARGO_2221,1859-11-24 21:50:15,1859-11-25 07:06:21,Irondale,Leverstorm,67.86
CARGO_2222,1859-11-25 07:06:21,1859-11-25 16:45:32,Leverstorm,Irondale,65.16
CARGO_2222,1859-11-25 16:45:32,1859-11-26 10:40:12,Irondale,Rustport,72.69
CARGO_2223,1859-11-26 10:40:12,1859-11-27 03:07:07,Rustport,Irondale,79.16
CARGO_2223,1859-11-27 03:07:07,1859-11-27 11:27:42,Irondale,Leverstorm,75.39
CARGO_2224,1859-11-27 11:27:42,1859-11-27 22:53:20,Leverstorm,Gizbourne,75.78
CARGO_2225,1859-11-27 22:53:20,1859-11-28 04:34:36,Gizbourne,Irondale,92.48
CARGO_2226,1859-11-28 04:34:36,1859-11-28 16:24:25,Irondale,Cogburg,87.4
CARGO_2226,1859-11-28 16:24:25,1859-11-29 09:31:34,Cogburg,Steamdrift,74.13
CARGO_2227,1859-11-29 09:31:34,1859-11-30 11:43:54,Steamdrift,Rustport,74.3
CARGO_2228,1859-11-30 11:43:54,1859-12-01 04:30:56,Rustport,Irondale,77.57
CARGO_2228,1859-12-01 04:30:56,1859-12-01 09:23:09,Irondale,Copperhold,70.84
CARGO_2229,1859-12-01 09:23:09,1859-12-02 00:06:57,Copperhold,Cogburg,71.08
CARGO_2229,1859-12-02 00:06:57,1859-12-02 19:28:53,Cogburg,Steamdrift,65.53
CARGO_2230,1859-12-02 19:28:53,1859-12-03 12:07:43,Steamdrift,Cogburg,76.23
CARGO_2230,1859-12-03 12:07:43,1859-12-04 00:14:02,Cogburg,Irondale,85.42
CARGO_2230,1859-12-04 00:14:02,1859-12-04 06:14:01,Irondale,Gizbourne,87.67
CARGO_2231,1859-12-04 06:14:01,1859-12-04 12:33:25,Gizbourne,Irondale,83.19
CARGO_2231,1859-12-04 12:33:25,1859-12-05 01:06:01,Irondale,Cogburg,82.43
CARGO_2231,1859-12-05 01:06:01,1859-12-05 17:33:08,Cogburg,Steamdrift,77.13
CARGO_2232,1859-12-05 17:33:08,1859-12-06 11:10:19,Steamdrift,Cogburg,72.02
CARGO_2233,1859-12-06 11:10:19,1859-12-07 05:48:32,Cogburg,Steamdrift,68.09
CARGO_2234,1859-12-07 05:48:32,1859-12-08 00:17:18,Steamdrift,Cogburg,68.67
CARGO_2234,1859-12-08 00:17:18,1859-12-08 14:02:36,Cogburg,Irondale,75.17
CARGO_2234,1859-12-08 14:02:36,1859-12-08 21:01:29,Irondale,Gizbourne,75.34
CARGO_2235,1859-12-08 21:01:29,1859-12-09 07:56:39,Gizbourne,Leverstorm,79.31
CARGO_2236,1859-12-09 07:56:39,1859-12-09 16:10:59,Leverstorm,Copperhold,69.06
CARGO_2236,1859-12-09 16:10:59,1859-12-10 07:24:34,Copperhold,Cogburg,68.76
CARGO_2236,1859-12-10 07:24:34,1859-12-11 01:08:48,Cogburg,Steamdrift,71.54
CARGO_2237,1859-12-11 01:08:48,1859-12-11 15:48:11,Steamdrift,Cogburg,86.58
CARGO_2238,1859-12-11 15:48:11,1859-12-12 04:22:38,Cogburg,Irondale,82.23
CARGO_2239,1859-12-12 04:22:38,1859-12-12 16:50:30,Irondale,Cogburg,82.96
CARGO_2239,1859-12-12 16:50:30,1859-12-13 10:02:05,Cogburg,Steamdrift,73.81
CARGO_2240,1859-12-13 10:02:05,1859-12-14 11:46:53,Steamdrift,Rustport,75.62
CARGO_2241,1859-12-14 11:46:53,1859-12-15 04:45:51,Rustport,Irondale,76.67
CARGO_2242,1859-12-15 04:45:51,1859-12-15 10:51:39,Irondale,Gizbourne,86.28
CARGO_2243,1859-12-15 10:51:39,1859-12-15 18:06:16,Gizbourne,Irondale,72.61
CARGO_2243,1859-12-15 18:06:16,1859-12-15 23:20:52,Irondale,Copperhold,65.8
CARGO_2244,1859-12-15 23:20:52,1859-12-16 03:41:29,Copperhold,Irondale,79.43
CARGO_2244,1859-12-16 03:41:29,1859-12-16 20:23:33,Irondale,Rustport,77.96
CARGO_2245,1859-12-16 20:23:33,1859-12-17 14:32:10,Rustport,Cogburg,78.32
CARGO_2246,1859-12-17 14:32:10,1859-12-18 04:35:58,Cogburg,Copperhold,74.45
CARGO_2247,1859-12-18 04:35:58,1859-12-18 08:29:44,Copperhold,Irondale,88.55
CARGO_2248,1859-12-18 08:29:44,1859-12-19 00:08:57,Irondale,Rustport,83.17
CARGO_2249,1859-12-19 00:08:57,1859-12-19 15:02:03,Rustport,Gizbourne,81.96
CARGO_2250,1859-12-19 15:02:03,1859-12-19 22:18:09,Gizbourne,Irondale,72.37
CARGO_2250,1859-12-19 22:18:09,1859-12-20 12:55:41,Irondale,Cogburg,70.7
CARGO_2251,1859-11-24 08:00:00,1859-11-24 21:55:53,Cogburg,Irondale,74.22
CARGO_2252,1859-11-24 21:55:53,1859-11-25 04:25:17,Irondale,Gizbourne,81.05
CARGO_2253,1859-11-25 04:25:17,1859-11-25 11:16:51,Gizbourne,Irondale,76.68
CARGO_2254,1859-11-25 11:16:51,1859-11-25 17:57:15,Irondale,Gizbourne,78.82
CARGO_2255,1859-11-25 17:57:15,1859-11-26 01:38:32,Gizbourne,Irondale,68.42
CARGO_2255,1859-11-26 01:38:32,1859-11-26 06:44:09,Irondale,Copperhold,67.73
CARGO_2256,1859-11-26 06:44:09,1859-11-26 14:21:02,Copperhold,Leverstorm,74.72
CARGO_2257,1859-11-26 14:21:02,1859-11-26 22:30:59,Leverstorm,Irondale,77.03
CARGO_2257,1859-11-26 22:30:59,1859-11-27 10:48:29,Irondale,Cogburg,84.12
CARGO_2258,1859-11-27 10:48:29,1859-11-27 22:59:07,Cogburg,Irondale,84.91
CARGO_2259,1859-11-27 22:59:07,1859-11-28 09:42:15,Irondale,Cogburg,96.47
CARGO_2259,1859-11-28 09:42:15,1859-11-28 23:56:49,Cogburg,Steamdrift,89.1
CARGO_2260,1859-11-28 23:56:49,1859-11-29 17:01:22,Steamdrift,Cogburg,74.32
CARGO_2261,1859-11-29 17:01:22,1859-11-30 07:11:15,Cogburg,Irondale,73.0
CARGO_2261,1859-11-30 07:11:15,1859-11-30 14:34:25,Irondale,Gizbourne,71.22
CARGO_2262,1859-11-30 14:34:25,1859-11-30 22:23:00,Gizbourne,Irondale,67.35
CARGO_2263,1859-11-30 22:23:00,1859-12-01 10:25:54,Irondale,Cogburg,85.82
CARGO_2263,1859-12-01 10:25:54,1859-12-02 02:01:12,Cogburg,Steamdrift,81.41
CARGO_2264,1859-12-02 02:01:12,1859-12-02 17:45:25,Steamdrift,Cogburg,80.64
CARGO_2264,1859-12-02 17:45:25,1859-12-03 06:55:47,Cogburg,Copperhold,79.48
CARGO_2265,1859-12-03 06:55:47,1859-12-03 20:11:59,Copperhold,Cogburg,78.9
CARGO_2266,1859-12-03 20:11:59,1859-12-04 11:00:06,Cogburg,Steamdrift,85.73
CARGO_2267,1859-12-04 11:00:06,1859-12-05 03:20:30,Steamdrift,Cogburg,77.66
CARGO_2267,1859-12-05 03:20:30,1859-12-05 14:59:04,Cogburg,Irondale,88.81
CARGO_2268,1859-12-05 14:59:04,1859-12-06 04:25:07,Irondale,Cogburg,76.97
CARGO_2268,1859-12-06 04:25:07,1859-12-06 22:55:03,Cogburg,Steamdrift,68.6
CARGO_2269,1859-12-06 22:55:03,1859-12-07 14:26:38,Steamdrift,Cogburg,81.73
CARGO_2269,1859-12-07 14:26:38,1859-12-08 02:19:02,Cogburg,Irondale,87.09
CARGO_2270,1859-12-08 02:19:02,1859-12-08 07:02:48,Irondale,Copperhold,72.95
CARGO_2271,1859-12-08 07:02:48,1859-12-08 22:04:46,Copperhold,Cogburg,69.65
CARGO_2271,1859-12-08 22:04:46,1859-12-09 16:46:08,Cogburg,Steamdrift,67.9
CARGO_2272,1859-12-09 16:46:08,1859-12-10 11:44:06,Steamdrift,Cogburg,66.91
CARGO_2272,1859-12-10 11:44:06,1859-12-11 04:02:24,Cogburg,Copperhold,64.21
CARGO_2273,1859-12-11 04:02:24,1859-12-11 07:44:50,Copperhold,Irondale,93.07
CARGO_2274,1859-12-11 07:44:50,1859-12-12 00:42:20,Irondale,Rustport,76.78
CARGO_2275,1859-12-12 00:42:20,1859-12-12 15:14:55,Rustport,Gizbourne,83.89
CARGO_2276,1859-12-12 15:14:55,1859-12-12 22:29:19,Gizbourne,Irondale,72.65
CARGO_2276,1859-12-12 22:29:19,1859-12-13 11:36:01,Irondale,Cogburg,78.86
CARGO_2277,1859-12-13 11:36:01,1859-12-14 07:47:16,Cogburg,Rustport,70.39
CARGO_2278,1859-12-14 07:47:16,1859-12-15 02:22:29,Rustport,Irondale,70.05
CARGO_2279,1859-12-15 02:22:29,1859-12-15 08:43:14,Irondale,Gizbourne,82.89
CARGO_2280,1859-12-15 08:43:14,1859-12-15 15:55:02,Gizbourne,Irondale,73.09
CARGO_2280,1859-12-15 15:55:02,1859-12-16 07:07:21,Irondale,Cogburg,68.0
CARGO_2280,1859-12-16 07:07:21,1859-12-17 01:09:09,Cogburg,Steamdrift,70.38
CARGO_2281,1859-11-24 08:00:00,1859-11-25 01:18:30,Steamdrift,Cogburg,73.32
CARGO_2281,1859-11-25 01:18:30,1859-11-25 14:23:31,Cogburg,Irondale,79.03
CARGO_2281,1859-11-25 14:23:31,1859-11-25 21:48:56,Irondale,Gizbourne,70.86
CARGO_2282,1859-11-25 21:48:56,1859-11-26 13:25:56,Gizbourne,Rustport,78.12
CARGO_2283,1859-11-26 13:25:56,1859-11-27 04:26:34,Rustport,Irondale,86.74
CARGO_2283,1859-11-27 04:26:34,1859-11-27 08:51:12,Irondale,Copperhold,78.22
CARGO_2284,1859-11-27 08:51:12,1859-11-27 12:56:40,Copperhold,Irondale,84.33
CARGO_2284,1859-11-27 12:56:40,1859-11-28 05:17:53,Irondale,Rustport,79.62
CARGO_2285,1859-11-28 05:17:53,1859-11-29 02:58:39,Rustport,Cogburg,65.55
CARGO_2286,1859-11-29 02:58:39,1859-11-29 14:55:15,Cogburg,Irondale,86.58
CARGO_2287,1859-11-29 14:55:15,1859-11-30 04:48:27,Irondale,Cogburg,74.46
CARGO_2287,1859-11-30 04:48:27,1859-11-30 22:18:15,Cogburg,Steamdrift,72.53
CARGO_2288,1859-11-30 22:18:15,1859-12-01 13:11:32,Steamdrift,Cogburg,85.24
CARGO_2288,1859-12-01 13:11:32,1859-12-02 01:48:35,Cogburg,Irondale,81.95
CARGO_2289,1859-12-02 01:48:35,1859-12-02 17:53:03,Irondale,Rustport,81.0
CARGO_2290,1859-12-02 17:53:03,1859-12-03 14:33:11,Rustport,Cogburg,68.75
CARGO_2291,1859-12-03 14:33:11,1859-12-04 05:21:53,Cogburg,Copperhold,70.69
CARGO_2292,1859-12-04 05:21:53,1859-12-04 09:39:33,Copperhold,Irondale,80.33
CARGO_2292,1859-12-04 09:39:33,1859-12-05 02:16:20,Irondale,Rustport,78.37
CARGO_2293,1859-12-05 02:16:20,1859-12-05 18:48:43,Rustport,Irondale,78.72
CARGO_2293,1859-12-05 18:48:43,1859-12-05 23:05:29,Irondale,Copperhold,80.62
CARGO_2294,1859-12-05 23:05:29,1859-12-06 12:35:56,Copperhold,Cogburg,77.51
CARGO_2294,1859-12-06 12:35:56,1859-12-07 05:26:11,Cogburg,Steamdrift,75.37
CARGO_2295,1859-12-07 05:26:11,1859-12-08 00:03:22,Steamdrift,Cogburg,68.15
CARGO_2295,1859-12-08 00:03:22,1859-12-08 13:36:13,Cogburg,Irondale,76.32
CARGO_2296,1859-12-08 13:36:13,1859-12-09 04:00:06,Irondale,Cogburg,71.82
CARGO_2296,1859-12-09 04:00:06,1859-12-09 23:05:14,Cogburg,Steamdrift,66.49
CARGO_2297,1859-12-09 23:05:14,1859-12-10 15:48:44,Steamdrift,Cogburg,75.87
CARGO_2297,1859-12-10 15:48:44,1859-12-11 03:28:06,Cogburg,Irondale,88.71
CARGO_2297,1859-12-11 03:28:06,1859-12-11 12:05:44,Irondale,Leverstorm,72.91
CARGO_2298,1859-12-11 12:05:44,1859-12-11 20:01:48,Leverstorm,Irondale,79.27
CARGO_2299,1859-12-11 20:01:48,1859-12-11 23:54:16,Irondale,Copperhold,89.05
CARGO_2300,1859-12-11 23:54:16,1859-12-12 11:38:01,Copperhold,Cogburg,89.26
CARGO_2300,1859-12-12 11:38:01,1859-12-13 01:55:01,Cogburg,Steamdrift,88.85
CARGO_2301,1859-12-13 01:55:01,1859-12-13 17:41:56,Steamdrift,Cogburg,80.41
CARGO_2302,1859-12-13 17:41:56,1859-12-14 09:43:35,Cogburg,Copperhold,65.33
CARGO_2303,1859-12-14 09:43:35,1859-12-14 14:30:59,Copperhold,Irondale,72.03
CARGO_2304,1859-12-14 14:30:59,1859-12-14 19:26:53,Irondale,Copperhold,69.95
CARGO_2305,1859-12-14 19:26:53,1859-12-14 23:46:44,Copperhold,Irondale,79.66
CARGO_2305,1859-12-14 23:46:44,1859-12-15 15:42:39,Irondale,Rustport,81.72
CARGO_2306,1859-12-15 15:42:39,1859-12-16 10:44:42,Rustport,Irondale,68.4
CARGO_2306,1859-12-16 10:44:42,1859-12-16 15:48:12,Irondale,Copperhold,68.21
CARGO_2307,1859-12-16 15:48:12,1859-12-16 20:47:38,Copperhold,Irondale,69.13
CARGO_2308,1859-12-16 20:47:38,1859-12-17 01:24:09,Irondale,Copperhold,74.86
CARGO_2309,1859-12-17 01:24:09,1859-12-17 14:31:45,Copperhold,Cogburg,79.76
CARGO_2310,1859-12-17 14:31:45,1859-12-18 04:46:03,Cogburg,Copperhold,73.53
CARGO_2311,1859-11-24 08:00:00,1859-11-24 12:51:11,Copperhold,Irondale,71.09
CARGO_2311,1859-11-24 12:51:11,1859-11-25 07:34:13,Irondale,Rustport,69.56
CARGO_2312,1859-11-25 07:34:13,1859-11-26 01:27:16,Rustport,Irondale,72.8
CARGO_2313,1859-11-26 01:27:16,1859-11-26 06:57:31,Irondale,Gizbourne,95.56
CARGO_2314,1859-11-26 06:57:31,1859-11-26 13:07:28,Gizbourne,Irondale,85.31
CARGO_2314,1859-11-26 13:07:28,1859-11-26 17:57:41,Irondale,Copperhold,71.32
CARGO_2315,1859-11-26 17:57:41,1859-11-26 22:00:06,Copperhold,Irondale,85.39
CARGO_2315,1859-11-26 22:00:06,1859-11-27 04:07:58,Irondale,Gizbourne,85.79
CARGO_2316,1859-11-27 04:07:58,1859-11-27 09:51:08,Gizbourne,Irondale,91.97
CARGO_2316,1859-11-27 09:51:08,1859-11-27 20:50:09,Irondale,Cogburg,94.14
CARGO_2317,1859-11-27 20:50:09,1859-11-28 08:00:38,Cogburg,Irondale,92.53
CARGO_2318,1859-11-28 08:00:38,1859-11-28 17:08:08,Irondale,Leverstorm,68.93
CARGO_2319,1859-11-28 17:08:08,1859-11-29 01:23:09,Leverstorm,Copperhold,68.97
CARGO_2319,1859-11-29 01:23:09,1859-11-29 16:22:37,Copperhold,Cogburg,69.84
CARGO_2319,1859-11-29 16:22:37,1859-11-30 10:22:35,Cogburg,Steamdrift,70.5
CARGO_2320,1859-11-30 10:22:35,1859-12-01 04:55:48,Steamdrift,Cogburg,68.4
CARGO_2320,1859-12-01 04:55:48,1859-12-01 19:28:22,Cogburg,Irondale,71.1
CARGO_2320,1859-12-01 19:28:22,1859-12-02 02:28:55,Irondale,Gizbourne,75.05
CARGO_2321,1859-12-02 02:28:55,1859-12-02 08:48:24,Gizbourne,Irondale,83.17
